Score-ScoreOther,ScoreOther-Score,Number of Records,Score (bin),Emotion,Id Of The Other In The Pair,Id,One Of The Pairs And With Hashtag Flag,One Of The Pairs Flag,Query Hashtag,Score Of The Other,Score,Testflag,Tweet Of The Other In The Pair,Tweet
,,1,0.50,anger,,10384,singleton,0,,,0.5,train,,"@SiobhanSynnot  Oh, good God. Quentin Letts is doing one of his 'comedy' turns. #angry @bbcthisweek @afneil #BBCTW"
,,1,0.35,anger,,10653,singleton,0,,,0.375,train,,"@sippycoups if it hurts too much to eat, i read somewhere that marshmallows are good bc they are soft and don't irritate"
,,1,0.40,anger,,10577,singleton,0,,,0.417,train,,@skinkev let's rage
,,1,0.55,anger,,10295,singleton,0,,,0.562,train,,"@SkyNews when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you"
,,1,0.40,anger,,10565,singleton,0,,,0.417,train,,@SlaveGuinevere its more of a little prick than a sting .......... but you have to come to Tennessee to get it1
,,1,0.60,anger,,10161,singleton,0,,,0.646,train,,"@Slippus @PureGym  yeah I received a fine today which I am furious about, currently appealing it after being a member for so long..."
,,1,0.60,anger,,10171,singleton,0,,,0.646,train,,@snowangel415 @cjwalters66 Maybe also being attacked by Tom's rabid fans to whom he &amp; his clothes were always perfect also put me off him...
,,1,0.35,anger,,10678,singleton,0,,,0.375,train,,"@SonOfTheDovah *She could sense the anger stirring within him and took his hand in hers.* As long as we stay together, we'll both be safe.--"
,,1,0.40,anger,,10542,singleton,0,,,0.438,train,,@Sophiejulia @CalebAtChipotle @calebpressleyxo relentless pipe thirst #sheltered
,,1,0.65,anger,,10132,singleton,0,,,0.667,train,,@soyoprincess they irritate me. Them and their inch thick made up masks
,,1,0.35,anger,,10632,singleton,0,,,0.396,train,,@St8edge4life88 eh well i can do the sting vs cactus loser leaves wcw match at bash at the beach lol
,,1,0.35,anger,,10615,singleton,0,,,0.396,train,,@StarFlowerz17 @DreamerAbe #bitter. Nicole and Cory is why she was evicted.
,,1,0.55,anger,,10265,singleton,0,,,0.562,train,,@StarklyDark 'I know you trusted me.' His words were soft as he ignored the anger and focused on the hurt beneath. 'I know I screwed up.' --
,,1,0.35,anger,,10670,singleton,0,,,0.375,train,,@stoozyboy1 @chris_sutton73 😂😂 Oh the zombie rage 😂
,,1,0.45,anger,,10516,singleton,0,,,0.481,train,,@StrongestBeing ←would furrow and her face would redden as she protests; it would seem that being seen as unattractive in Wukong's eyes was→
,,1,0.30,anger,,10738,singleton,0,,,0.333,train,,@StutteringGiant at least his character in fast and furious pumped some adrenaline into the franchise. But that's about it
,,1,0.75,anger,,10037,singleton,0,,,0.792,train,,@SunandBeachBum 'you people' infuriate me!
,,1,0.60,anger,,10188,singleton,0,,,0.625,train,,"@SusanHensThe shameful display I watched today has left me reeling with so much anger dt I feel like exploding, those clowns should watch it"
,,1,0.45,anger,,10332,singleton,0,,,0.491,train,,@swagalini ive been through the denial and anger i am in pure acceptance
,,1,0.40,anger,,10561,singleton,0,,,0.442,train,,@talkRobyn oh dear I have to watch this the woman with the pout did well
,,1,0.40,anger,,10513,singleton,0,,,0.441,train,,"@tamriiel I was talking about further in the expansion, with more gear - fury always does well towards the end"
,,1,0.55,anger,,10292,singleton,0,,,0.562,train,,@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!
,,1,0.40,anger,,10573,singleton,0,,,0.417,train,,@TDsNation I blame how broken madden is this year
,,1,0.30,anger,,10724,singleton,0,,,0.333,train,,@TDsNation i watch all your videos but i like madden better!
,,1,0.85,anger,,10008,singleton,0,,,0.875,train,,"@TeamShanny legit why i am so furious with him, people are such fucking idiots."
,,1,0.35,anger,,10645,singleton,0,,,0.375,train,,@TehShockwave turn that grumpy frown upside-down\n\nYou did something next to impossible today
,,1,0.40,anger,,10512,singleton,0,,,0.438,train,,@thatomahapa the best revenge is to get yourself a good woman and move on. Leave her and her hairline to figure themselves out alone
,,1,0.30,anger,,10758,singleton,0,,,0.312,train,,@The_Boxing_Hub #klitschko @Klitschko over fury any day #boxing
,,1,0.35,anger,,10700,singleton,0,,,0.354,train,,@The_Nasty_P now you gotta do that with fast n furious
,,1,0.50,anger,,10339,singleton,0,,,0.542,train,,@Thebeast_ufc what happened to the suicide tweet it was a joke obviously how could that offend anyone?🤔
,,1,0.40,anger,,10540,singleton,0,,,0.438,train,,"@thedrepabon BLM was outraged by the shooting in NC the other day, turns out the guy pointed gun at police. Wait for facts before outrage"
,,1,0.40,anger,,10595,singleton,0,,,0.417,train,,@TheDTSB @trubble1127 @nflnetwork I agree but our offense was ass after the second half td score on the first drive
,,1,0.55,anger,,10243,singleton,0,,,0.583,train,,@TheOneSoleShoe that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest
,,1,0.40,anger,,10576,singleton,0,,,0.417,train,,"@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer"
,,1,0.50,anger,,10351,singleton,0,,,0.521,train,,@TillTheEndMMVI I accidetly dumped boiling water my myself 😫
,,1,0.65,anger,,10149,singleton,0,,,0.667,train,,@tmz @HarveyLevinTMZ   Hell hath no fury like a women scorned.    It's the affair.  Not the parenting
,,1,0.35,anger,,10628,singleton,0,,,0.396,train,,"@ToddDoug @Ziggomattic Yeah, this actually supports why I tweeted in this thread initially. Because of the article's righteous indignation."
,,1,0.45,anger,,10445,singleton,0,,,0.479,train,,@trendykittykat Some people would rather hang on to their indignant anger. *weary sigh*
,,1,0.50,anger,,10385,singleton,0,,,0.5,train,,@Trump_Videos she looks completely #rabid @realDonaldTrump
,,1,0.50,anger,,10335,singleton,0,,,0.519,train,,@TzumiXIV huff puff
,,1,0.45,anger,,10501,singleton,0,,,0.458,train,,"@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-"
,,1,0.60,anger,,10240,singleton,0,,,0.629,train,,"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated"
,,1,0.35,anger,,10607,singleton,0,,,0.396,train,,@UnknownAndYoung — a low growl escaping him. Oh oh.
,,1,0.55,anger,,10173,singleton,0,,,0.556,train,,"@VanDashNessa @taotao_salupa5 Nobody in that street burning and looting and terrifying innocent citizens was there, either."
,,1,0.45,anger,,10539,singleton,0,,,0.472,train,,@vladfucker69 i look rabid
,,1,0.45,anger,,10428,singleton,0,,,0.479,train,,"@voguemagazine, did you not learn from @FreePeople 's viral insult to ballet? Stop trying to wrongfully stick models into pointe shoes 🙄"
,,1,0.35,anger,,10633,singleton,0,,,0.396,train,,@warFarePower dip it in boiling water
,,1,0.65,anger,,10144,singleton,0,,,0.667,train,,@WatcherDev @WarcraftDevs put so much artefact points into fury and cant raid... literally wasted 1 month of my life! Thanks blizzard
,,1,0.40,anger,,10581,singleton,0,,,0.417,train,,"@WBIRSports They're still using his offense, up the middle 3X &amp; punt."
,,1,0.35,anger,,10672,singleton,0,,,0.375,train,,@wcsportscamp I lol'ed.  Privileged exasperation should be bottled and sold.
,,1,0.20,anger,,10812,singleton,0,,,0.202,train,,@wesrucker247 sounds like a good game plan for our offense....
,,1,0.45,anger,,10546,singleton,0,,,0.491,train,,@WestonKoury so leafy can roast the Pokemon go kid but not you what an outrage that just means that he is more relevant than y-I mean kisses
,,1,0.60,anger,,10220,singleton,0,,,0.604,train,,"@Will_0004 No justification for shooting without provocation, even if the person has a bad history. Justification is not the way to go"
,,1,0.60,anger,,10193,singleton,0,,,0.625,train,,@winksahoy we about to get shit on by the wrath of winter out of nowhere
,,1,0.65,anger,,10119,singleton,0,,,0.688,train,,@XemitSellsMagic add tracking but resent them
,,1,0.60,anger,,10232,singleton,0,,,0.604,train,,@xxmariab listen yh don't provoke me cos I'll make you cry
,,1,0.55,anger,,10291,singleton,0,,,0.562,train,,#Anger or #wrath is an intense emotional response.
,,1,0.30,anger,,10744,singleton,0,,,0.312,train,,#Awareness seek #shelter .#Letgo Old #habit of chasing #desires resultin in #anger #fear #worry .#Choose #Satisfaction within #Peace #Relax
,,1,0.35,anger,,10656,singleton,0,,,0.356,train,,#burning the last of @Yan
,,1,0.50,anger,,10350,singleton,0,,,0.521,train,,#disgracefulesin I resent all men in some way; for some or no reason at all. #esinscountdown
,,1,0.50,anger,,10387,singleton,0,,,0.5,train,,"#EpiPen: when public outrage occurs, expand #PAP Patient Assistance Progrm, coupons,rebates .@GOPoversight @OversightDems on #Mylan #Epipen"
,,1,0.50,anger,,10368,singleton,0,,,0.521,train,,#Hudcomedy #AdamRowe  #insult Slutfaceshlongnugget
,,1,0.50,anger,,10420,singleton,0,,,0.5,train,,#india will take #revenge  by making 3 new movies like #phantom and they will be like #ghus_k_maren_ge this is how indian army take revenge
,,1,0.50,anger,,10200,singleton,0,,,0.543,train,,#My #blood is so #bitter for satan to test #becouse #cleanse by the #blood of #Jesus christ....#amen.
,,1,0.40,anger,,10544,singleton,0,,,0.438,train,,#Taurus will react angrily when she can't take being provoked any longer.
,,1,0.30,anger,,10732,singleton,0,,,0.333,train,,"#Zumba, #PiYo and #HIIT sessions. Sweaty, burning but sooooooo good! #missedoutonsummerbikinibodybutwintersunbodywilldo"
,,1,0.60,anger,,10211,singleton,0,,,0.625,train,,•My brother grabbed me in a aggressive manner and as always @ImpetuousFiend threw tantrums like a kid only knowing how to express himself--
,,1,0.25,anger,,10796,singleton,0,,,0.271,train,,630am meeting Olympic House #10golds24 .  #neverquit #believe #dreambig #TeamTTO #going4gold
,,1,0.20,anger,,10824,singleton,0,,,0.208,train,,630am meeting Olympic House #10golds24 .  #relentless #neverquit #believe #dreambig #TeamTTO #going4gold
,,1,0.40,anger,,10537,singleton,0,,,0.438,train,,75' Tierney reaches a deep cross to the back post and plays it back across but the Alloa defence clear. Celtic relentless here.
,,1,0.50,anger,,10325,singleton,0,,,0.542,train,,"A little nose irritation and a little more chills on my body. I'm so not into flu, into flu, into flu #FallSongs"
,,1,0.35,anger,,10712,singleton,0,,,0.354,train,,A wise man told me that holdin' a grudge is like\nLetting somebody just live inside of your head rent free
,,1,0.75,anger,,10073,singleton,0,,,0.75,train,,Absolutely fuming I've just scratched all my car 😡😡😡😡😡😡
,,1,0.75,anger,,10056,singleton,0,,,0.75,train,,Absolutely fuming that some woman jumped into my prebooked taxi and drove off 😡
,,1,0.60,anger,,10229,singleton,0,,,0.604,train,,"Absolutely raging at the changes to CAS, what a joke"
,,1,0.50,anger,,10337,singleton,0,,,0.542,train,,"Actually be arsed with my sister sometimes, she controls the TV 90% of the time and when I watch one thing she gets in a huff 🙄"
,,1,0.75,anger,,10025,singleton,0,,,0.792,train,,Actually fuming I have nothing to wear Saturday
,,1,0.40,anger,,10549,singleton,0,,,0.438,train,,"After becoming boiling hot, after slowly melting, my heart is frozen."
,,1,0.30,anger,,10742,singleton,0,,,0.312,train,,"All this from a cigarette burning in Laura's hand, the angle of her chin, the purse of her lips.'(104) Gorgeous transition!@laurengrodstein"
,,1,0.35,anger,,10652,singleton,0,,,0.375,train,,"also other ppl who i love a whole damn lot; erica, joanna, tiff, sirli, harley, anja, (the rest of the gc bc i ran out of chara!)"
,,1,0.20,anger,,10810,singleton,0,,,0.229,train,,and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at concert...?'
,,1,0.65,anger,,10117,singleton,0,,,0.688,train,,angry already
,,1,0.45,anger,,10483,singleton,0,,,0.458,train,,Are belittling kitty straight a service? provoke lift aboard!: Wycelv
,,1,0.35,anger,,10697,singleton,0,,,0.354,train,,"Are you lost in the fury, fearing that you'll fail?"
,,1,0.45,anger,,10353,singleton,0,,,0.458,train,,As usual disappointing #offense by @HoustonTexans ...#Texans
,,1,0.35,anger,,10694,singleton,0,,,0.354,train,,Asian Tiger #Mosquitoes are so relentless. More aggressive than the kind I dealt w/as a kid.
,,1,0.55,anger,,10300,singleton,0,,,0.562,train,,BANG! Gordon #Brown has been accused of abusing a gazillion #rabid parrots!
,,1,0.45,anger,,10463,singleton,0,,,0.479,train,,Be chill af if you want to offend someone.
,,1,0.25,anger,,10643,singleton,0,,,0.255,train,,"be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better"
,,1,0.40,anger,,10612,singleton,0,,,0.427,train,,Because you offended by the lies of Alexandria Goddard doesn't mean that I'm Deric's friend or anything else. Purely a fishin expedition.
,,1,0.45,anger,,10488,singleton,0,,,0.458,train,,Before revenge you feel good after revenge you feel worse 💯 @HillaryClinton
,,1,0.35,anger,,10710,singleton,0,,,0.354,train,,being bitter only hurts yourself lmaooo
,,1,0.85,anger,,10012,singleton,0,,,0.854,train,,Bitches aggravate like what inspires you to be the biggest cunt known to man kind?
,,1,0.70,anger,,10106,singleton,0,,,0.708,train,,Bloods boiling
,,1,0.75,anger,,10064,singleton,0,,,0.75,train,,Boycotting @DunkinDonuts till butter pecan comes back. I am furious
,,1,0.45,anger,,10460,singleton,0,,,0.479,train,,Brendan Rodgers looks fuming 😭
,,1,0.45,anger,,10470,singleton,0,,,0.479,train,,British humour should offend and challenge mainstream views. Hat off to Clarkeson. The ultra left should go and kneel before Allah!!
,,1,0.70,anger,,10084,singleton,0,,,0.729,train,,but that was a mistake and a half assed excuse and now here i am burning in hell forever
,,1,0.35,anger,,10657,singleton,0,,,0.375,train,,Can't wait to be in my Ninja turtle costume raging at OSU again this Halloween 😈
,,1,0.55,anger,,10298,singleton,0,,,0.562,train,,Candace &amp; her pout are getting right on my tits #GBBO
,,1,0.35,anger,,10373,singleton,0,,,0.373,train,,Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO
,,1,0.50,anger,,10315,singleton,0,,,0.542,train,,Candice's pout is gonna take someone eye out mate! #GBBO
,,1,0.50,anger,,10376,singleton,0,,,0.521,train,,Candice's standing pout face aggravates me every week
,,1,0.20,anger,,10835,singleton,0,,,0.232,train,,Cheap pout my brodcast
,,1,0.45,anger,,10504,singleton,0,,,0.458,train,,Checked-in for my flight to Toronto. Took seat 3D just to infuriate @perpetualgeek.
,,1,0.25,anger,,10781,singleton,0,,,0.271,train,,Colors of the leaves are- changing.  Heatwaves in LA still- raging.  Lattes made in batches. Visit pumpkin patches. #FallSongs
,,1,0.50,anger,,10345,singleton,0,,,0.521,train,,come on let's make em hate 😘make em pout they face 👿😩.
,,1,0.35,anger,,10627,singleton,0,,,0.396,train,,Congress acting indignant over the  #EpiPen pricing is quite disingenuous since they craft the laws that allow such gouging!!
,,1,0.50,anger,,10327,singleton,0,,,0.542,train,,Connivers blind to existential fury
,,1,0.40,anger,,10570,singleton,0,,,0.417,train,,Controlling #anger is a sign of those #righteous people promised #Paradise in the #Quran in Surah Al Imran verses 133-134 #reward #goodDeed
,,1,0.50,anger,,10382,singleton,0,,,0.521,train,,could never be a angry drunk lol yall weirdos just enjoy your time
,,1,0.45,anger,,10423,singleton,0,,,0.479,train,,Damn our offense is a mix bag of unpredictable lethal weapons I'm worried for Defense Coordinators 😁 #Chargers #Boltup #Recharged
,,1,0.50,anger,,10324,singleton,0,,,0.542,train,,Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!
,,1,0.55,anger,,10244,singleton,0,,,0.583,train,,Delete this shit Josh just screenshotted my snap me
,,1,0.35,anger,,10660,singleton,0,,,0.375,train,,"Despite my sharing O'Neill's article, what saddens me about the Gazza case is there seems to be more fury about the sentence than the remark"
